scats_site_number,timestamp,traffic_flow
3685,2006-10-15 19:00:00,1788
3685,2006-10-15 20:00:00,1379
3685,2006-10-15 21:00:00,1307
3685,2006-10-15 22:00:00,930
3685,2006-10-15 23:00:00,516
3685,2006-10-16 00:00:00,269
3685,2006-10-16 01:00:00,139
3685,2006-10-16 02:00:00,127
3685,2006-10-16 03:00:00,91
3685,2006-10-16 04:00:00,161
3685,2006-10-16 05:00:00,444
3685,2006-10-16 06:00:00,1726
3685,2006-10-16 07:00:00,3332
3685,2006-10-16 08:00:00,4099
3685,2006-10-16 09:00:00,3218
3685,2006-10-16 10:00:00,2790
3685,2006-10-16 11:00:00,2779
3685,2006-10-16 12:00:00,2870
3685,2006-10-16 13:00:00,3001
3685,2006-10-16 14:00:00,3041
3685,2006-10-16 15:00:00,3591
3685,2006-10-16 16:00:00,3906
3685,2006-10-16 17:00:00,3887
3685,2006-10-16 18:00:00,3324
3685,2006-10-16 19:00:00,2104
3685,2006-10-16 20:00:00,1525
3685,2006-10-16 21:00:00,1408
3685,2006-10-16 22:00:00,1096
3685,2006-10-16 23:00:00,564
3685,2006-10-17 00:00:00,266
3685,2006-10-17 01:00:00,108
3685,2006-10-17 02:00:00,107
3685,2006-10-17 03:00:00,72
3685,2006-10-17 04:00:00,162
3685,2006-10-17 05:00:00,420
3685,2006-10-17 06:00:00,1531
3685,2006-10-17 07:00:00,2764
3685,2006-10-17 08:00:00,3280
3685,2006-10-17 09:00:00,2747
3685,2006-10-17 10:00:00,2438
3685,2006-10-17 11:00:00,2506
3685,2006-10-17 12:00:00,2478
3685,2006-10-17 13:00:00,2583
3685,2006-10-17 14:00:00,2693
3685,2006-10-17 15:00:00,3036
3685,2006-10-17 16:00:00,3392
3685,2006-10-17 17:00:00,3546
3685,2006-10-17 18:00:00,3227
3685,2006-10-17 19:00:00,2165
3685,2006-10-17 20:00:00,1569
3685,2006-10-17 21:00:00,1479
3685,2006-10-17 22:00:00,1203
3685,2006-10-17 23:00:00,795
3685,2006-10-18 00:00:00,397
3685,2006-10-18 01:00:00,210
3685,2006-10-18 02:00:00,153
3685,2006-10-18 03:00:00,128
3685,2006-10-18 04:00:00,173
3685,2006-10-18 05:00:00,467
3685,2006-10-18 06:00:00,1831
3685,2006-10-18 07:00:00,3612
3685,2006-10-18 08:00:00,4138
3685,2006-10-18 09:00:00,3349
3685,2006-10-18 10:00:00,2871
3685,2006-10-18 11:00:00,2850
3685,2006-10-18 12:00:00,2948
3685,2006-10-18 13:00:00,3028
3685,2006-10-18 14:00:00,3110
3685,2006-10-18 15:00:00,3630
3685,2006-10-18 16:00:00,3781
3685,2006-10-18 17:00:00,4054
3685,2006-10-18 18:00:00,3693
3685,2006-10-18 19:00:00,2382
3685,2006-10-18 20:00:00,1747
3685,2006-10-18 21:00:00,1725
3685,2006-10-18 22:00:00,1318
3685,2006-10-18 23:00:00,642
3685,2006-10-19 00:00:00,368
3685,2006-10-19 01:00:00,191
3685,2006-10-19 02:00:00,158
3685,2006-10-19 03:00:00,131
3685,2006-10-19 04:00:00,187
3685,2006-10-19 05:00:00,477
3685,2006-10-19 06:00:00,1841
3685,2006-10-19 07:00:00,3356
3685,2006-10-19 08:00:00,4099
3685,2006-10-19 09:00:00,3428
3685,2006-10-19 10:00:00,2897
3685,2006-10-19 11:00:00,3007
3685,2006-10-19 12:00:00,3057
3685,2006-10-19 13:00:00,3091
3685,2006-10-19 14:00:00,3190
3685,2006-10-19 15:00:00,3658
3685,2006-10-19 16:00:00,4005
3685,2006-10-19 17:00:00,4261
3685,2006-10-19 18:00:00,3805
3685,2006-10-19 19:00:00,2538
3685,2006-10-19 20:00:00,1979
3685,2006-10-19 21:00:00,1772
3685,2006-10-19 22:00:00,1341
3685,2006-10-19 23:00:00,759
3685,2006-10-20 00:00:00,421
3685,2006-10-20 01:00:00,265
3685,2006-10-20 02:00:00,201
3685,2006-10-20 03:00:00,161
3685,2006-10-20 04:00:00,198
3685,2006-10-20 05:00:00,479
3685,2006-10-20 06:00:00,1749
3685,2006-10-20 07:00:00,3293
3685,2006-10-20 08:00:00,4113
3685,2006-10-20 09:00:00,3218
3685,2006-10-20 10:00:00,2948
3685,2006-10-20 11:00:00,3086
3685,2006-10-20 12:00:00,3183
3685,2006-10-20 13:00:00,3192
3685,2006-10-20 14:00:00,3357
3685,2006-10-20 15:00:00,3695
3685,2006-10-20 16:00:00,4005
3685,2006-10-20 17:00:00,4020
3685,2006-10-20 18:00:00,3780
3685,2006-10-20 19:00:00,2825
3685,2006-10-20 20:00:00,1907
3685,2006-10-20 21:00:00,2011
3685,2006-10-20 22:00:00,1459
3685,2006-10-20 23:00:00,1214
3685,2006-10-21 00:00:00,728
3685,2006-10-21 01:00:00,443
3685,2006-10-21 02:00:00,306
3685,2006-10-21 03:00:00,154
3685,2006-10-21 04:00:00,213
3685,2006-10-21 05:00:00,325
3685,2006-10-21 06:00:00,765
3685,2006-10-21 07:00:00,1235
3685,2006-10-21 08:00:00,2188
3685,2006-10-21 09:00:00,2783
3685,2006-10-21 10:00:00,3157
3685,2006-10-21 11:00:00,3566
3685,2006-10-21 12:00:00,3670
3685,2006-10-21 13:00:00,3567
3685,2006-10-21 14:00:00,3398
3685,2006-10-21 15:00:00,3220
3685,2006-10-21 16:00:00,3140
3685,2006-10-21 17:00:00,3382
3685,2006-10-21 18:00:00,2906
3685,2006-10-21 19:00:00,2232
3685,2006-10-21 20:00:00,1522
3685,2006-10-21 21:00:00,1261
3685,2006-10-21 22:00:00,1354
3685,2006-10-21 23:00:00,1479
3685,2006-10-22 00:00:00,1100
3685,2006-10-22 01:00:00,640
3685,2006-10-22 02:00:00,423
3685,2006-10-22 03:00:00,287
3685,2006-10-22 04:00:00,223
3685,2006-10-22 05:00:00,248
3685,2006-10-22 06:00:00,510
3685,2006-10-22 07:00:00,673
3685,2006-10-22 08:00:00,1233
3685,2006-10-22 09:00:00,1982
3685,2006-10-22 10:00:00,2509
3685,2006-10-22 11:00:00,2862
3685,2006-10-22 12:00:00,3324
3685,2006-10-22 13:00:00,3245
3685,2006-10-22 14:00:00,3112
3685,2006-10-22 15:00:00,3078
3685,2006-10-22 16:00:00,3252
3685,2006-10-22 17:00:00,3380
3685,2006-10-22 18:00:00,2556
3685,2006-10-22 19:00:00,1764
3685,2006-10-22 20:00:00,1369
3685,2006-10-22 21:00:00,1253
3685,2006-10-22 22:00:00,952
3685,2006-10-22 23:00:00,540
3685,2006-10-23 00:00:00,135
3685,2006-10-23 01:00:00,76
3685,2006-10-23 02:00:00,49
3685,2006-10-23 03:00:00,61
3685,2006-10-23 04:00:00,79
3685,2006-10-23 05:00:00,264
3685,2006-10-23 06:00:00,944
3685,2006-10-23 07:00:00,1977
3685,2006-10-23 08:00:00,2172
3685,2006-10-23 09:00:00,1701
3685,2006-10-23 10:00:00,1456
3685,2006-10-23 11:00:00,1455
3685,2006-10-23 12:00:00,1412
3685,2006-10-23 13:00:00,1417
3685,2006-10-23 14:00:00,1374
3685,2006-10-23 15:00:00,1538
3685,2006-10-23 16:00:00,1619
3685,2006-10-23 17:00:00,1789
3685,2006-10-23 18:00:00,1429
3685,2006-10-23 19:00:00,925
3685,2006-10-23 20:00:00,683
3685,2006-10-23 21:00:00,670
3685,2006-10-23 22:00:00,453
3685,2006-10-23 23:00:00,251
3685,2006-10-24 00:00:00,127
3685,2006-10-24 01:00:00,83
3685,2006-10-24 02:00:00,54
3685,2006-10-24 03:00:00,44
3685,2006-10-24 04:00:00,90
3685,2006-10-24 05:00:00,269
3685,2006-10-24 06:00:00,988
3685,2006-10-24 07:00:00,2046
3685,2006-10-24 08:00:00,2311
3685,2006-10-24 09:00:00,1828
3685,2006-10-24 10:00:00,1538
3685,2006-10-24 11:00:00,1436
3685,2006-10-24 12:00:00,1483
3685,2006-10-24 13:00:00,1477
3685,2006-10-24 14:00:00,1434
3685,2006-10-24 15:00:00,1629
3685,2006-10-24 16:00:00,1787
3685,2006-10-24 17:00:00,1835
3685,2006-10-24 18:00:00,1440
3685,2006-10-24 19:00:00,1040
3685,2006-10-24 20:00:00,756
3685,2006-10-24 21:00:00,751
3685,2006-10-24 22:00:00,579
3685,2006-10-24 23:00:00,301
3685,2006-10-25 00:00:00,177
3685,2006-10-25 01:00:00,96
3685,2006-10-25 02:00:00,75
3685,2006-10-25 03:00:00,65
3685,2006-10-25 04:00:00,95
3685,2006-10-25 05:00:00,304
3685,2006-10-25 06:00:00,820
3685,2006-10-25 07:00:00,1976
3685,2006-10-25 08:00:00,2208
3685,2006-10-25 09:00:00,1708
3685,2006-10-25 10:00:00,1554
3685,2006-10-25 11:00:00,1495
3685,2006-10-25 12:00:00,1446
3685,2006-10-25 13:00:00,1484
3685,2006-10-25 14:00:00,1541
3685,2006-10-25 15:00:00,1686
3685,2006-10-25 16:00:00,1753
3685,2006-10-25 17:00:00,1875
3685,2006-10-25 18:00:00,1474
3685,2006-10-25 19:00:00,949
3685,2006-10-25 20:00:00,730
3685,2006-10-25 21:00:00,707
3685,2006-10-25 22:00:00,564
3685,2006-10-25 23:00:00,307
3685,2006-10-26 00:00:00,179
3685,2006-10-26 01:00:00,90
3685,2006-10-26 02:00:00,49
3685,2006-10-26 03:00:00,60
3685,2006-10-26 04:00:00,88
3685,2006-10-26 05:00:00,274
3685,2006-10-26 06:00:00,1037
3685,2006-10-26 07:00:00,2099
3685,2006-10-26 08:00:00,2263
3685,2006-10-26 09:00:00,1810
3685,2006-10-26 10:00:00,1538
3685,2006-10-26 11:00:00,1532
3685,2006-10-26 12:00:00,1574
3685,2006-10-26 13:00:00,1548
3685,2006-10-26 14:00:00,1469
3685,2006-10-26 15:00:00,1654
3685,2006-10-26 16:00:00,1785
3685,2006-10-26 17:00:00,2001
3685,2006-10-26 18:00:00,1641
3685,2006-10-26 19:00:00,1137
3685,2006-10-26 20:00:00,852
3685,2006-10-26 21:00:00,861
3685,2006-10-26 22:00:00,561
3685,2006-10-26 23:00:00,310
3685,2006-10-27 00:00:00,138
3685,2006-10-27 01:00:00,110
3685,2006-10-27 02:00:00,59
3685,2006-10-27 03:00:00,73
3685,2006-10-27 04:00:00,102
3685,2006-10-27 05:00:00,281
3685,2006-10-27 06:00:00,844
3685,2006-10-27 07:00:00,2080
3685,2006-10-27 08:00:00,2218
3685,2006-10-27 09:00:00,1814
3685,2006-10-27 10:00:00,1572
3685,2006-10-27 11:00:00,1579
3685,2006-10-27 12:00:00,1467
3685,2006-10-27 13:00:00,1564
3685,2006-10-27 14:00:00,1546
3685,2006-10-27 15:00:00,1773
3685,2006-10-27 16:00:00,1799
3685,2006-10-27 17:00:00,1940
3685,2006-10-27 18:00:00,1730
3685,2006-10-27 19:00:00,1255
3685,2006-10-27 20:00:00,769
3685,2006-10-27 21:00:00,707
3685,2006-10-27 22:00:00,636
3685,2006-10-27 23:00:00,536
3685,2006-10-28 00:00:00,331
3685,2006-10-28 01:00:00,177
3685,2006-10-28 02:00:00,156
3685,2006-10-28 03:00:00,104
3685,2006-10-28 04:00:00,148
3685,2006-10-28 05:00:00,216
3685,2006-10-28 06:00:00,375
3685,2006-10-28 07:00:00,671
3685,2006-10-28 08:00:00,1237
3685,2006-10-28 09:00:00,1544
3685,2006-10-28 10:00:00,1855
3685,2006-10-28 11:00:00,1978
3685,2006-10-28 12:00:00,1980
3685,2006-10-28 13:00:00,1845
3685,2006-10-28 14:00:00,1766
3685,2006-10-28 15:00:00,1585
3685,2006-10-28 16:00:00,1494
3685,2006-10-28 17:00:00,1411
3685,2006-10-28 18:00:00,1342
3685,2006-10-28 19:00:00,1154
3685,2006-10-28 20:00:00,786
3685,2006-10-28 21:00:00,663
3685,2006-10-28 22:00:00,609
3685,2006-10-28 23:00:00,665
3685,2006-10-29 00:00:00,493
3685,2006-10-29 01:00:00,184
3685,2006-10-29 02:00:00,51
3685,2006-10-29 03:00:00,206
3685,2006-10-29 04:00:00,138
3685,2006-10-29 05:00:00,153
3685,2006-10-29 06:00:00,251
3685,2006-10-29 07:00:00,344
3685,2006-10-29 08:00:00,488
3685,2006-10-29 09:00:00,999
3685,2006-10-29 10:00:00,1201
3685,2006-10-29 11:00:00,1424
3685,2006-10-29 12:00:00,1672
3685,2006-10-29 13:00:00,1592
3685,2006-10-29 14:00:00,1612
3685,2006-10-29 15:00:00,1573
3685,2006-10-29 16:00:00,1463
3685,2006-10-29 17:00:00,1348
3685,2006-10-29 18:00:00,1192
3685,2006-10-29 19:00:00,831
3685,2006-10-29 20:00:00,691
3685,2006-10-29 21:00:00,644
3685,2006-10-29 22:00:00,462
3685,2006-10-29 23:00:00,303
3685,2006-10-30 00:00:00,204
3685,2006-10-30 01:00:00,88
3685,2006-10-30 02:00:00,58
3685,2006-10-30 03:00:00,54
3685,2006-10-30 04:00:00,95
3685,2006-10-30 05:00:00,256
3685,2006-10-30 06:00:00,874
3685,2006-10-30 07:00:00,1861
3685,2006-10-30 08:00:00,2227
3685,2006-10-30 09:00:00,1805
3685,2006-10-30 10:00:00,1484
3685,2006-10-30 11:00:00,1424
3685,2006-10-30 12:00:00,1522
3685,2006-10-30 13:00:00,1510
3685,2006-10-30 14:00:00,1543
3685,2006-10-30 15:00:00,1596
3685,2006-10-30 16:00:00,1654
3685,2006-10-30 17:00:00,1896
3685,2006-10-30 18:00:00,1475
3685,2006-10-30 19:00:00,931
3685,2006-10-30 20:00:00,728
3685,2006-10-30 21:00:00,605
3685,2006-10-30 22:00:00,432
3685,2006-10-30 23:00:00,251
3685,2006-10-31 00:00:00,138
3685,2006-10-31 01:00:00,89
3685,2006-10-31 02:00:00,60
3685,2006-10-31 03:00:00,53
3685,2006-10-31 04:00:00,83
3685,2006-10-31 05:00:00,254
3685,2006-10-31 06:00:00,915
3685,2006-10-31 07:00:00,1910
3685,2006-10-31 08:00:00,2185
3685,2006-10-31 09:00:00,1868
3685,2006-10-31 10:00:00,1485
3685,2006-10-31 11:00:00,1507
3685,2006-10-31 12:00:00,1484
3685,2006-10-31 13:00:00,1560
3685,2006-10-31 14:00:00,1469
3685,2006-10-31 15:00:00,1746
3685,2006-10-31 16:00:00,1824
3685,2006-10-31 17:00:00,1912
3685,2006-10-31 18:00:00,1457
3685,2006-10-31 19:00:00,1074
3685,2006-10-31 20:00:00,795
3685,2006-10-31 21:00:00,755
3685,2006-10-31 22:00:00,548
3685,2006-10-31 23:00:00,308
3804,2006-10-01 00:00:00,589
3804,2006-10-01 01:00:00,414
3804,2006-10-01 02:00:00,195
3804,2006-10-01 03:00:00,166
3804,2006-10-01 04:00:00,127
3804,2006-10-01 05:00:00,148
3804,2006-10-01 06:00:00,281
3804,2006-10-01 07:00:00,419
3804,2006-10-01 08:00:00,779
3804,2006-10-01 09:00:00,1333
3804,2006-10-01 10:00:00,1765
3804,2006-10-01 11:00:00,1986
3804,2006-10-01 12:00:00,2294
3804,2006-10-01 13:00:00,2037
3804,2006-10-01 14:00:00,1938
3804,2006-10-01 15:00:00,1923
3804,2006-10-01 16:00:00,2102
3804,2006-10-01 17:00:00,2009
3804,2006-10-01 18:00:00,1697
3804,2006-10-01 19:00:00,1037
3804,2006-10-01 20:00:00,816
3804,2006-10-01 21:00:00,805
3804,2006-10-01 22:00:00,545
3804,2006-10-01 23:00:00,343
3804,2006-10-02 00:00:00,126
3804,2006-10-02 01:00:00,56
3804,2006-10-02 02:00:00,39
3804,2006-10-02 03:00:00,37
3804,2006-10-02 04:00:00,65
3804,2006-10-02 05:00:00,227
3804,2006-10-02 06:00:00,903
3804,2006-10-02 07:00:00,2803
3804,2006-10-02 08:00:00,3496
3804,2006-10-02 09:00:00,2411
3804,2006-10-02 10:00:00,2036
3804,2006-10-02 11:00:00,2119
3804,2006-10-02 12:00:00,2146
3804,2006-10-02 13:00:00,2058
3804,2006-10-02 14:00:00,2256
3804,2006-10-02 15:00:00,2675
3804,2006-10-02 16:00:00,2883
3804,2006-10-02 17:00:00,3370
3804,2006-10-02 18:00:00,2798
3804,2006-10-02 19:00:00,1675
3804,2006-10-02 20:00:00,984
3804,2006-10-02 21:00:00,857
3804,2006-10-02 22:00:00,671
3804,2006-10-02 23:00:00,371
3804,2006-10-03 00:00:00,223
3804,2006-10-03 01:00:00,63
3804,2006-10-03 02:00:00,53
3804,2006-10-03 03:00:00,24
3804,2006-10-03 04:00:00,73
3804,2006-10-03 05:00:00,288
3804,2006-10-03 06:00:00,1080
3804,2006-10-03 07:00:00,2924
3804,2006-10-03 08:00:00,3656
3804,2006-10-03 09:00:00,2628
3804,2006-10-03 10:00:00,2210
3804,2006-10-03 11:00:00,2127
3804,2006-10-03 12:00:00,2238
3804,2006-10-03 13:00:00,2145
3804,2006-10-03 14:00:00,2583
3804,2006-10-03 15:00:00,2876
3804,2006-10-03 16:00:00,3250
3804,2006-10-03 17:00:00,3351
3804,2006-10-03 18:00:00,3048
3804,2006-10-03 19:00:00,1874
3804,2006-10-03 20:00:00,1141
3804,2006-10-03 21:00:00,991
3804,2006-10-03 22:00:00,836
3804,2006-10-03 23:00:00,431
3804,2006-10-04 00:00:00,204
3804,2006-10-04 01:00:00,84
3804,2006-10-04 02:00:00,59
3804,2006-10-04 03:00:00,39
3804,2006-10-04 04:00:00,68
3804,2006-10-04 05:00:00,306
3804,2006-10-04 06:00:00,975
3804,2006-10-04 07:00:00,2841
3804,2006-10-04 08:00:00,3696
3804,2006-10-04 09:00:00,2650
3804,2006-10-04 10:00:00,2232
3804,2006-10-04 11:00:00,2250
3804,2006-10-04 12:00:00,2226
3804,2006-10-04 13:00:00,2217
3804,2006-10-04 14:00:00,2419
3804,2006-10-04 15:00:00,3016
3804,2006-10-04 16:00:00,3158
3804,2006-10-04 17:00:00,3373
3804,2006-10-04 18:00:00,2933
3804,2006-10-04 19:00:00,1849
3804,2006-10-04 20:00:00,1160
3804,2006-10-04 21:00:00,1143
3804,2006-10-04 22:00:00,812
3804,2006-10-04 23:00:00,523
3804,2006-10-05 00:00:00,212
3804,2006-10-05 01:00:00,92
3804,2006-10-05 02:00:00,56
3804,2006-10-05 03:00:00,38
3804,2006-10-05 04:00:00,85
3804,2006-10-05 05:00:00,253
3804,2006-10-05 06:00:00,1045
3804,2006-10-05 07:00:00,2862
3804,2006-10-05 08:00:00,3694
3804,2006-10-05 09:00:00,2700
3804,2006-10-05 10:00:00,2233
3804,2006-10-05 11:00:00,2291
3804,2006-10-05 12:00:00,2422
3804,2006-10-05 13:00:00,2275
3804,2006-10-05 14:00:00,2519
3804,2006-10-05 15:00:00,3103
3804,2006-10-05 16:00:00,3310
3804,2006-10-05 17:00:00,3454
3804,2006-10-05 18:00:00,2997
3804,2006-10-05 19:00:00,1919
3804,2006-10-05 20:00:00,1192
3804,2006-10-05 21:00:00,1040
3804,2006-10-05 22:00:00,868
3804,2006-10-05 23:00:00,517
3804,2006-10-06 00:00:00,202
3804,2006-10-06 01:00:00,107
3804,2006-10-06 02:00:00,107
3804,2006-10-06 03:00:00,77
3804,2006-10-06 04:00:00,85
3804,2006-10-06 05:00:00,215
3804,2006-10-06 06:00:00,957
3804,2006-10-06 07:00:00,2920
3804,2006-10-06 08:00:00,3642
3804,2006-10-06 09:00:00,2647
3804,2006-10-06 10:00:00,2344
3804,2006-10-06 11:00:00,2393
3804,2006-10-06 12:00:00,2429
3804,2006-10-06 13:00:00,2305
3804,2006-10-06 14:00:00,2599
3804,2006-10-06 15:00:00,3268
3804,2006-10-06 16:00:00,3098
3804,2006-10-06 17:00:00,3495
3804,2006-10-06 18:00:00,3059
3804,2006-10-06 19:00:00,2123
3804,2006-10-06 20:00:00,1273
3804,2006-10-06 21:00:00,1053
3804,2006-10-06 22:00:00,927
3804,2006-10-06 23:00:00,828
3804,2006-10-07 00:00:00,536
3804,2006-10-07 01:00:00,370
3804,2006-10-07 02:00:00,193
3804,2006-10-07 03:00:00,124
3804,2006-10-07 04:00:00,110
3804,2006-10-07 05:00:00,144
3804,2006-10-07 06:00:00,420
3804,2006-10-07 07:00:00,887
3804,2006-10-07 08:00:00,1714
3804,2006-10-07 09:00:00,2324
3804,2006-10-07 10:00:00,2533
3804,2006-10-07 11:00:00,2779
3804,2006-10-07 12:00:00,2622
3804,2006-10-07 13:00:00,2696
3804,2006-10-07 14:00:00,2558
3804,2006-10-07 15:00:00,2376
3804,2006-10-07 16:00:00,2348
3804,2006-10-07 17:00:00,2276
3804,2006-10-07 18:00:00,2077
3804,2006-10-07 19:00:00,1687
3804,2006-10-07 20:00:00,968
3804,2006-10-07 21:00:00,953
3804,2006-10-07 22:00:00,910
3804,2006-10-07 23:00:00,943
3804,2006-10-08 00:00:00,715
3804,2006-10-08 01:00:00,446
3804,2006-10-08 02:00:00,213
3804,2006-10-08 03:00:00,186
3804,2006-10-08 04:00:00,127
3804,2006-10-08 05:00:00,154
3804,2006-10-08 06:00:00,292
3804,2006-10-08 07:00:00,504
3804,2006-10-08 08:00:00,866
3804,2006-10-08 09:00:00,1431
3804,2006-10-08 10:00:00,1833
3804,2006-10-08 11:00:00,2038
3804,2006-10-08 12:00:00,2365
3804,2006-10-08 13:00:00,2236
3804,2006-10-08 14:00:00,2131
3804,2006-10-08 15:00:00,2053
3804,2006-10-08 16:00:00,2074
3804,2006-10-08 17:00:00,2187
3804,2006-10-08 18:00:00,1776
3804,2006-10-08 19:00:00,1006
3804,2006-10-08 20:00:00,789
3804,2006-10-08 21:00:00,751
3804,2006-10-08 22:00:00,484
3804,2006-10-08 23:00:00,269
3804,2006-10-09 00:00:00,153
3804,2006-10-09 01:00:00,64
3804,2006-10-09 02:00:00,36
3804,2006-10-09 03:00:00,45
3804,2006-10-09 04:00:00,78
3804,2006-10-09 05:00:00,226
3804,2006-10-09 06:00:00,928
3804,2006-10-09 07:00:00,2756
3804,2006-10-09 08:00:00,3593
3804,2006-10-09 09:00:00,2475
3804,2006-10-09 10:00:00,2108
3804,2006-10-09 11:00:00,2068
3804,2006-10-09 12:00:00,2190
3804,2006-10-09 13:00:00,2173
3804,2006-10-09 14:00:00,2278
3804,2006-10-09 15:00:00,2940
3804,2006-10-09 16:00:00,3126
3804,2006-10-09 17:00:00,3262
3804,2006-10-09 18:00:00,2770
3804,2006-10-09 19:00:00,1609
3804,2006-10-09 20:00:00,1026
3804,2006-10-09 21:00:00,848
3804,2006-10-09 22:00:00,567
3804,2006-10-09 23:00:00,340
3804,2006-10-10 00:00:00,175
3804,2006-10-10 01:00:00,68
3804,2006-10-10 02:00:00,39
3804,2006-10-10 03:00:00,32
3804,2006-10-10 04:00:00,84
3804,2006-10-10 05:00:00,254
3804,2006-10-10 06:00:00,1030
3804,2006-10-10 07:00:00,2934
3804,2006-10-10 08:00:00,3630
3804,2006-10-10 09:00:00,2732
3804,2006-10-10 10:00:00,2190
3804,2006-10-10 11:00:00,2275
3804,2006-10-10 12:00:00,2201
3804,2006-10-10 13:00:00,2343
3804,2006-10-10 14:00:00,2336
3804,2006-10-10 15:00:00,2974
3804,2006-10-10 16:00:00,3106
3804,2006-10-10 17:00:00,3381
3804,2006-10-10 18:00:00,2992
3804,2006-10-10 19:00:00,1931
3804,2006-10-10 20:00:00,1270
3804,2006-10-10 21:00:00,1037
3804,2006-10-10 22:00:00,875
3804,2006-10-10 23:00:00,543
3804,2006-10-11 00:00:00,194
3804,2006-10-11 01:00:00,67
3804,2006-10-11 02:00:00,66
3804,2006-10-11 03:00:00,44
3804,2006-10-11 04:00:00,72
3804,2006-10-11 05:00:00,272
3804,2006-10-11 06:00:00,1016
3804,2006-10-11 07:00:00,2777
3804,2006-10-11 08:00:00,3780
3804,2006-10-11 09:00:00,2741
3804,2006-10-11 10:00:00,2263
3804,2006-10-11 11:00:00,2307
3804,2006-10-11 12:00:00,2177
3804,2006-10-11 13:00:00,2204
3804,2006-10-11 14:00:00,2390
3804,2006-10-11 15:00:00,2942
3804,2006-10-11 16:00:00,3174
3804,2006-10-11 17:00:00,3460
3804,2006-10-11 18:00:00,3032
3804,2006-10-11 19:00:00,2006
3804,2006-10-11 20:00:00,1224
3804,2006-10-11 21:00:00,1181
3804,2006-10-11 22:00:00,930
3804,2006-10-11 23:00:00,488
3804,2006-10-12 00:00:00,272
3804,2006-10-12 01:00:00,103
3804,2006-10-12 02:00:00,62
3804,2006-10-12 03:00:00,35
3804,2006-10-12 04:00:00,94
3804,2006-10-12 05:00:00,264
3804,2006-10-12 06:00:00,979
3804,2006-10-12 07:00:00,2996
3804,2006-10-12 08:00:00,3782
3804,2006-10-12 09:00:00,2860
3804,2006-10-12 10:00:00,2206
3804,2006-10-12 11:00:00,2312
3804,2006-10-12 12:00:00,2225
3804,2006-10-12 13:00:00,2232
3804,2006-10-12 14:00:00,2368
3804,2006-10-12 15:00:00,3050
3804,2006-10-12 16:00:00,3237
3804,2006-10-12 17:00:00,3386
3804,2006-10-12 18:00:00,2885
3804,2006-10-12 19:00:00,2037
3804,2006-10-12 20:00:00,1323
3804,2006-10-12 21:00:00,1186
3804,2006-10-12 22:00:00,922
3804,2006-10-12 23:00:00,505
3804,2006-10-13 00:00:00,254
3804,2006-10-13 01:00:00,118
3804,2006-10-13 02:00:00,76
3804,2006-10-13 03:00:00,67
3804,2006-10-13 04:00:00,100
3804,2006-10-13 05:00:00,249
3804,2006-10-13 06:00:00,1084
3804,2006-10-13 07:00:00,2776
3804,2006-10-13 08:00:00,3709
3804,2006-10-13 09:00:00,2760
3804,2006-10-13 10:00:00,2401
3804,2006-10-13 11:00:00,2468
3804,2006-10-13 12:00:00,2399
3804,2006-10-13 13:00:00,2332
3804,2006-10-13 14:00:00,2438
3804,2006-10-13 15:00:00,3219
3804,2006-10-13 16:00:00,3303
3804,2006-10-13 17:00:00,3457
3804,2006-10-13 18:00:00,3066
3804,2006-10-13 19:00:00,2059
3804,2006-10-13 20:00:00,1317
3804,2006-10-13 21:00:00,990
3804,2006-10-13 22:00:00,914
3804,2006-10-13 23:00:00,769
3804,2006-10-14 00:00:00,617
3804,2006-10-14 01:00:00,348
3804,2006-10-14 02:00:00,191
3804,2006-10-14 03:00:00,132
3804,2006-10-14 04:00:00,100
3804,2006-10-14 05:00:00,143
3804,2006-10-14 06:00:00,373
3804,2006-10-14 07:00:00,876
3804,2006-10-14 08:00:00,1620
3804,2006-10-14 09:00:00,2131
3804,2006-10-14 10:00:00,2657
3804,2006-10-14 11:00:00,2953
3804,2006-10-14 12:00:00,2900
3804,2006-10-14 13:00:00,2499
3804,2006-10-14 14:00:00,2601
3804,2006-10-14 15:00:00,2566
3804,2006-10-14 16:00:00,2624
3804,2006-10-14 17:00:00,2428
3804,2006-10-14 18:00:00,2407
3804,2006-10-14 19:00:00,1712
3804,2006-10-14 20:00:00,1028
3804,2006-10-14 21:00:00,975
3804,2006-10-14 22:00:00,958
3804,2006-10-14 23:00:00,836
3804,2006-10-15 00:00:00,666
3804,2006-10-15 01:00:00,486
3804,2006-10-15 02:00:00,229
3804,2006-10-15 03:00:00,191
3804,2006-10-15 04:00:00,178
3804,2006-10-15 05:00:00,179
3804,2006-10-15 06:00:00,291
3804,2006-10-15 07:00:00,455
3804,2006-10-15 08:00:00,794
3804,2006-10-15 09:00:00,1405
3804,2006-10-15 10:00:00,1966
3804,2006-10-15 11:00:00,2150
3804,2006-10-15 12:00:00,2349
3804,2006-10-15 13:00:00,2126
3804,2006-10-15 14:00:00,2029
3804,2006-10-15 15:00:00,2266
3804,2006-10-15 16:00:00,2299
3804,2006-10-15 17:00:00,2054
3804,2006-10-15 18:00:00,1667
3804,2006-10-15 19:00:00,1096
3804,2006-10-15 20:00:00,815
3804,2006-10-15 21:00:00,763
3804,2006-10-15 22:00:00,495
3804,2006-10-15 23:00:00,315
3804,2006-10-16 00:00:00,144
3804,2006-10-16 01:00:00,71
3804,2006-10-16 02:00:00,37
